emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,application_type,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
5.0,2,93000.0,1,9.59,90000.0,1,21.42,0,36.0,1995,1,27,10,46300,19581,0,0,34.0,0,0,1,2,10.0,10,0.0,0,3,21600,17,9,6,2,100.0,0,0,0,18200,36,7.96,569.99,0,0,0,0,0,17298.49,1156.08,901.51,254.57,0.0
6.0,1,40000.0,1,15.18,90000.0,1,21.42,0,25.0,2007,1,8,6,26664,14120,0,0,34.0,0,0,1,2,10.0,6,0.0,0,4,19800,5,5,4,0,100.0,0,0,0,10000,36,6.72,307.5,0,1,0,0,0,8985.52,1226.27,1014.48,211.79,0.0
10.0,0,72320.0,2,13.99,92320.0,2,17.57,0,30.0,1995,0,12,8,343658,29152,0,0,30.0,0,100,1,1,1.0,8,0.0,0,3,9100,9,6,5,1,90.9,0,0,1,16225,60,12.62,366.03,2,1,0,0,0,15434.48,1489.34,790.52,662.22,36.6
5.930306000217794,0,58764.0,0,26.63,67320.0,0,23.73,0,25.0,1998,2,15,4,147741,91154,0,1,34.0,0,0,1,3,2.0,3,0.0,0,1,4700,11,2,1,0,100.0,0,1,1,3000,36,10.9,98.08,1,1,0,1,0,2785.57,292.42,214.43,77.99,0.0
7.0,1,48000.0,2,27.9,90000.0,1,21.42,0,25.0,2006,0,7,6,86046,32644,0,0,34.0,0,0,3,2,16.0,6,0.0,0,0,19800,4,3,1,0,100.0,0,0,0,6000,36,7.34,186.2,0,0,0,0,0,5700.09,367.51,299.91,67.6,0.0
2.0,0,75000.0,1,17.78,90000.0,1,21.42,4,23.0,2006,3,22,12,260722,20513,0,0,23.0,0,0,3,7,3.0,11,0.0,0,5,9450,11,7,8,1,77.0,0,0,0,15000,60,18.06,381.4,3,1,0,0,0,14363.2,1487.98,636.8,851.18,0.0
1.0,0,150000.0,2,7.15,90000.0,1,21.42,3,3.0,2006,1,19,12,309992,16211,0,0,40.0,0,0,1,3,11.0,12,0.0,0,7,17400,15,10,8,2,36.8,0,0,0,12000,36,21.45,454.88,3,2,0,1,0,10755.87,2260.1,1244.13,1015.97,0.0
2.0,2,45000.0,2,9.81,90000.0,1,21.42,0,25.0,1998,4,10,6,375048,23822,0,0,34.0,0,0,1,1,0.0,6,0.0,0,3,77000,5,3,3,3,100.0,0,0,0,18450,36,6.71,567.24,0,0,0,0,0,17519.26,1120.72,930.74,189.98,0.0
3.0,1,89000.0,1,6.31,90000.0,1,21.42,0,25.0,2014,2,7,7,34038,15307,0,0,34.0,0,0,1,4,6.0,7,0.0,0,3,15600,5,5,5,0,100.0,0,0,0,5000,36,9.93,161.18,1,1,0,1,0,4514.8,641.96,485.2,156.76,0.0
10.0,0,35000.0,0,43.38,79000.0,0,21.16,0,25.0,2003,4,11,8,344718,42113,0,0,34.0,0,0,2,2,9.0,8,0.0,0,4,35600,6,4,4,3,100.0,0,0,1,16600,36,7.34,515.15,0,0,2,1,0,15770.24,1016.76,829.76,187.0,0.0
1.0,1,40000.0,2,0.75,90000.0,1,21.42,0,35.0,2007,0,5,0,0,0,0,0,34.0,0,0,0,0,23.0,0,0.0,0,0,0,5,0,0,0,60.0,0,0,0,5000,36,11.99,166.05,1,2,0,0,0,4407.83,823.59,592.17,231.42,0.0
5.930306000217794,2,56000.0,0,28.69,90000.0,1,21.42,0,40.0,1988,0,29,12,47268,39041,0,0,40.0,0,3047,1,5,23.0,12,0.0,0,5,6900,20,11,8,0,82.8,0,0,0,6000,36,9.43,192.01,1,0,0,1,0,5562.0,569.74,438.0,131.74,0.0
4.0,1,86000.0,0,27.66,90000.0,1,21.42,0,25.0,1998,1,31,6,249350,262055,0,0,34.0,0,0,3,0,6.0,6,0.0,0,3,25400,3,3,3,0,100.0,0,0,0,10500,36,10.91,343.31,1,1,0,0,0,9495.01,1357.56,1004.99,352.57,0.0
1.0,2,52000.0,1,27.76,90000.0,1,21.42,0,25.0,1996,13,37,8,131520,54598,0,1,34.0,0,0,3,7,0.0,7,0.0,0,2,13300,14,4,3,3,100.0,0,1,0,5000,36,9.92,161.15,1,0,0,0,0,4759.38,316.79,240.62,76.17,0.0
10.0,0,128000.0,2,14.8,90000.0,1,21.42,1,23.0,2007,6,29,19,667065,111771,0,0,34.0,0,0,5,8,0.0,19,0.0,0,6,80800,19,13,7,2,96.6,0,0,0,9000,36,10.41,292.15,1,0,0,0,0,8569.99,573.89,430.01,143.88,0.0
10.0,0,120000.0,2,17.77,90000.0,1,21.42,0,27.0,1996,2,33,12,535313,82641,0,0,34.0,0,0,2,2,6.0,12,0.0,0,5,66100,18,8,6,7,97.0,0,0,0,30000,36,7.34,930.99,0,1,0,0,0,26982.5,3711.73,3017.5,694.23,0.0
5.930306000217794,2,25000.0,2,9.07,90000.0,1,21.42,0,25.0,1973,0,8,4,8600,5890,0,1,34.0,0,0,0,4,14.0,4,0.0,0,4,8600,7,4,4,0,100.0,0,1,0,10000,36,11.99,332.1,1,1,0,1,0,9057.25,1311.75,942.75,369.0,0.0
0.0,1,60000.0,1,22.57,90000.0,1,21.42,0,61.0,2007,0,36,23,188391,169507,0,0,34.0,0,0,12,4,1.0,23,0.0,0,3,23800,17,11,7,0,94.4,0,0,0,8000,36,9.93,257.88,1,2,0,0,0,7025.61,1284.99,974.39,310.6,0.0
2.0,1,30000.0,1,14.04,90000.0,1,21.42,0,25.0,2008,0,8,7,21800,13550,0,0,34.0,0,0,0,1,1.0,7,0.0,0,5,21800,8,7,5,0,100.0,0,0,0,13000,36,9.93,419.05,1,2,0,0,0,11092.05,2472.14,1907.95,564.19,0.0
0.0,1,42000.0,2,17.66,90000.0,1,21.42,0,25.0,1987,1,57,21,257256,282639,0,0,34.0,0,0,13,4,5.0,21,0.0,0,2,23700,11,8,2,0,100.0,0,0,0,2000,36,17.09,71.4,3,1,1,1,0,0.0,2049.52268,2000.0,49.52,0.0
10.0,0,27703.0,2,8.23,90000.0,1,21.42,0,48.0,2000,1,9,6,44650,4340,0,0,48.0,0,0,0,2,4.0,6,0.0,0,3,11600,6,5,4,2,77.8,0,0,0,8000,36,6.72,246.0,0,2,0,0,0,6982.67,1227.01,1017.33,209.68,0.0
2.0,0,22000.0,2,4.09,97000.0,1,17.06,0,25.0,2010,2,7,6,28300,1550,0,0,34.0,0,0,0,1,5.0,6,0.0,0,3,21800,6,6,3,0,100.0,0,0,1,12000,36,6.72,369.0,0,2,0,0,0,10474.0,1840.52,1526.0,314.52,0.0
10.0,1,55000.0,2,5.0,90000.0,1,21.42,0,25.0,2009,5,26,15,60700,4818,0,2,34.0,0,0,0,9,0.0,15,0.0,0,6,36000,25,15,9,0,100.0,1,1,0,14300,60,13.58,329.64,2,1,2,0,0,13790.85,967.34,509.15,458.19,0.0
10.0,0,80000.0,1,9.35,90000.0,1,21.42,0,66.0,2006,1,25,9,321249,27173,0,0,66.0,0,0,1,4,4.0,9,0.0,0,4,28000,14,7,5,4,96.0,0,0,0,12000,36,6.72,369.0,0,2,0,0,0,10474.0,1840.52,1526.0,314.52,0.0
0.0,0,110000.0,2,11.63,167000.0,2,18.28,0,48.0,2007,0,17,12,234777,40770,0,0,48.0,0,1732,2,2,13.0,12,0.0,0,3,11800,10,8,5,3,93.8,0,0,1,20000,36,11.98,664.1,1,0,0,0,0,18592.74,1978.99,1407.26,571.73,0.0
10.0,0,60000.0,0,7.6,125000.0,0,19.89,0,25.0,2005,1,36,18,506509,14097,0,0,34.0,0,0,1,4,6.0,18,0.0,0,1,59300,28,16,1,3,100.0,0,0,1,2200,36,6.08,67.01,0,2,0,0,0,1917.92,335.05,282.08,52.97,0.0
1.0,0,165000.0,2,16.6,90000.0,1,21.42,0,37.0,1993,4,47,21,118593,82468,0,0,34.0,0,0,2,5,3.0,21,0.0,0,10,45600,27,18,13,2,97.9,0,0,0,35000,60,19.03,908.5,3,2,0,0,0,33175.76,4449.99,1824.24,2625.75,0.0
10.0,0,150000.0,1,9.73,215000.0,1,16.09,2,7.0,1997,0,19,10,67591,17738,0,0,34.0,0,5435,1,3,1.0,10,0.0,0,4,12100,13,9,7,1,68.4,0,0,1,17500,60,24.85,512.12,4,2,0,0,0,16719.73,2512.28,780.27,1732.01,0.0
7.0,0,104176.66,1,13.39,90000.0,1,21.42,0,25.0,1977,4,15,7,236721,41426,0,1,34.0,0,0,3,4,2.0,7,0.0,0,3,20800,4,3,3,1,100.0,0,1,0,3500,36,14.08,119.76,2,2,0,0,0,3179.64,476.3,320.36,155.94,0.0
2.0,1,210000.0,0,8.51,90000.0,1,21.42,1,4.0,2004,1,13,6,79976,52544,0,0,4.0,0,0,2,2,7.0,6,0.0,0,4,6100,4,4,4,2,91.7,0,0,0,12000,36,20.39,448.36,3,0,0,0,0,11506.93,883.13,493.07,390.06,0.0
2.0,1,70000.0,2,8.02,90000.0,1,21.42,0,25.0,2011,1,9,7,40100,19766,0,0,34.0,0,0,0,2,8.0,7,0.0,0,5,38600,9,7,5,0,100.0,0,0,0,20000,36,10.42,649.3,1,2,0,1,0,17226.37,3584.92,2773.63,811.29,0.0
3.0,0,650000.0,2,6.49,90000.0,1,21.42,1,21.0,1997,5,27,13,819104,107632,0,0,34.0,0,0,1,6,5.0,13,0.0,0,5,93900,17,10,7,3,96.2,0,0,0,40000,36,10.41,1298.41,1,0,0,0,0,37120.94,3848.96,2879.06,969.9,0.0
3.0,2,20600.0,2,25.23,49600.0,2,14.64,0,25.0,2000,4,25,16,78128,13282,0,0,34.0,0,0,1,7,0.0,16,0.0,0,2,34500,20,15,3,1,100.0,0,0,1,25000,36,7.96,782.95,0,0,0,0,0,23761.67,1554.84,1238.33,316.51,0.0
6.0,0,60000.0,0,33.9,90000.0,1,21.42,0,25.0,2007,1,27,9,139146,38446,0,0,34.0,0,0,1,7,9.0,9,0.0,0,3,12500,10,6,4,1,100.0,0,0,0,35000,60,19.03,908.5,3,1,0,0,0,33552.18,3597.0,1447.82,2149.18,0.0
10.0,0,101000.0,0,15.8,90000.0,1,21.42,3,12.0,1989,2,31,10,248423,35705,0,0,26.0,0,8325,3,3,0.0,10,0.0,0,3,2700,20,5,5,4,67.7,0,0,0,25000,60,19.42,654.31,3,1,0,0,0,23976.58,2563.3,1023.42,1539.88,0.0
5.0,0,93000.0,2,13.2,90000.0,1,21.42,0,25.0,2007,2,18,11,212961,25055,0,0,34.0,0,0,2,1,1.0,11,0.0,0,5,29400,13,8,5,1,100.0,0,0,0,3000,36,9.93,96.71,1,1,0,0,0,2708.87,385.18,291.13,94.05,0.0
5.930306000217794,1,42000.0,1,14.6,90000.0,1,21.42,0,25.0,2003,0,25,9,44700,24059,0,0,34.0,0,101,0,1,14.0,9,0.0,0,5,20700,19,9,8,0,100.0,0,0,0,10000,36,13.58,339.74,2,0,0,1,0,9312.56,1004.13,687.44,316.69,0.0
5.930306000217794,1,45576.0,2,4.29,90000.0,1,21.42,2,22.0,2003,0,15,4,19200,6773,0,0,34.0,0,0,0,0,19.0,4,0.0,0,3,17900,14,4,3,0,78.6,0,0,0,20000,36,10.9,653.83,1,0,0,0,0,18570.6,1949.38,1429.4,519.98,0.0
10.0,0,110000.0,0,31.89,90000.0,1,21.42,0,25.0,1999,1,30,22,220975,115250,0,0,34.0,0,0,4,5,4.0,22,0.0,0,9,85600,23,18,13,1,100.0,0,0,0,37025,36,7.96,1159.55,0,0,0,0,0,34264.92,3462.28,2760.08,702.2,0.0
10.0,0,95000.0,2,30.13,167000.0,2,23.51,0,25.0,1993,3,33,11,426809,123135,0,0,34.0,0,0,4,7,1.0,11,0.0,0,1,20300,14,5,3,3,100.0,0,0,1,14900,60,10.42,319.67,1,2,0,0,0,13931.89,1589.72,968.11,621.61,0.0
10.0,1,85000.0,0,21.5,90000.0,1,21.42,0,25.0,2007,3,11,4,85094,65340,0,1,34.0,0,0,2,4,0.0,4,0.0,0,2,10800,4,2,2,0,100.0,0,1,0,21075,36,20.0,783.23,3,2,0,0,0,18841.89,3869.32,2233.11,1636.21,0.0
8.0,0,28000.0,2,31.76,57333.0,2,24.24,0,25.0,2007,0,19,5,43239,28809,0,1,34.0,0,0,2,3,1.0,5,0.0,0,1,800,3,3,2,0,100.0,0,1,1,20000,60,19.03,519.15,3,1,0,0,0,19172.64,2055.46,827.36,1228.1,0.0
10.0,1,90540.0,2,15.92,90000.0,1,21.42,0,39.0,1986,2,24,18,41593,28263,0,1,39.0,0,0,1,9,8.0,18,0.0,0,8,13800,18,17,15,0,95.8,0,1,0,20000,36,14.07,684.24,2,0,0,1,0,19095.25,1352.85,904.75,448.1,0.0
10.0,0,57000.0,2,15.47,90000.0,1,21.42,0,25.0,1999,0,20,9,202500,32797,0,0,34.0,0,0,1,2,1.0,9,0.0,0,4,30500,11,7,5,3,100.0,0,0,0,5000,36,6.08,152.3,0,1,0,0,0,4488.26,605.82,511.74,94.08,0.0
10.0,0,68000.0,2,17.1,90000.0,1,21.42,0,25.0,1996,2,23,16,350947,25447,0,1,34.0,0,0,2,9,8.0,16,0.0,0,1,11300,16,13,9,1,100.0,0,1,0,10000,36,7.97,313.23,0,2,0,0,0,9002.87,1248.49,997.13,251.36,0.0
1.0,1,40000.0,0,19.44,90000.0,1,21.42,0,48.0,2011,1,17,11,29939,12499,0,0,34.0,0,0,2,11,8.0,11,0.0,0,1,11400,11,9,2,0,94.1,0,0,0,25000,60,23.88,717.46,4,2,0,0,0,24093.55,2836.67,906.45,1930.22,0.0
10.0,0,100000.0,2,11.95,90000.0,1,21.42,0,63.0,2005,0,42,13,231686,64495,0,0,34.0,0,0,2,5,20.0,13,0.0,0,3,23100,16,10,5,2,95.2,0,0,0,18000,36,10.42,584.37,1,2,0,0,0,15822.16,2989.58,2177.84,811.74,0.0
10.0,1,40000.0,1,19.29,90000.0,1,21.42,0,25.0,2005,5,31,13,198918,11908,0,1,34.0,0,0,1,5,1.0,13,0.0,0,4,32800,23,11,7,1,100.0,0,1,0,12000,36,7.35,372.45,0,2,0,1,0,10793.17,1484.9,1206.83,278.07,0.0
8.0,0,38000.0,1,19.71,90000.0,1,21.42,0,25.0,2008,0,7,6,124814,11171,0,1,34.0,0,300,1,1,1.0,6,0.0,0,2,4300,5,4,4,1,83.3,0,1,0,5000,36,14.08,171.09,2,1,0,0,0,4542.33,674.58,457.67,216.91,0.0
2.0,2,43000.0,1,14.23,90000.0,1,21.42,0,25.0,2011,2,33,29,53661,49538,0,0,34.0,0,0,15,14,2.0,29,0.0,0,8,6800,16,14,11,0,100.0,0,0,0,4800,36,7.35,148.98,0,2,0,0,0,4194.73,742.94,605.27,137.67,0.0
10.0,0,45000.0,1,37.49,90000.0,1,21.42,0,68.0,1980,2,42,21,195191,44537,0,0,68.0,0,0,4,5,6.0,21,0.0,0,5,12800,28,16,8,3,92.9,0,0,0,4900,36,7.35,152.09,0,2,0,1,0,4282.09,758.45,617.91,140.54,0.0
10.0,1,101000.0,1,11.23,90000.0,1,21.42,0,25.0,1981,0,13,11,105117,29909,0,1,34.0,0,0,1,7,13.0,11,0.0,0,4,17300,9,9,6,0,100.0,0,1,0,19000,36,13.58,645.51,2,0,0,1,0,18134.14,1355.53,865.86,489.67,0.0
4.0,0,82000.0,2,24.53,90000.0,1,21.42,0,25.0,1990,2,27,12,70417,44603,0,1,34.0,0,0,4,3,9.0,12,0.0,0,3,8100,15,8,5,0,100.0,0,1,0,35000,36,16.02,1230.85,2,1,0,0,0,31883.89,4845.52,3116.11,1729.41,0.0
10.0,0,56000.0,0,18.95,116000.0,0,9.14,1,18.0,2007,3,9,7,47979,22951,0,0,73.0,0,0,3,2,2.0,7,0.0,0,1,4300,4,4,3,2,100.0,0,0,1,29800,60,25.81,888.88,4,0,0,0,0,29298.8,1735.03,501.2,1233.83,0.0
2.0,1,30000.0,2,25.16,90000.0,1,21.42,0,25.0,2011,1,8,6,51000,44701,0,0,34.0,0,0,5,1,7.0,6,0.0,0,0,0,2,1,1,0,100.0,0,0,0,5000,36,15.04,173.43,2,0,1,1,0,0.0,5002.460444,5000.0,2.46,0.0
10.0,2,200000.0,2,5.39,90000.0,1,21.42,0,58.0,1999,3,27,14,556504,47713,0,0,58.0,0,0,2,10,2.0,14,0.0,0,6,69200,13,11,8,4,85.2,0,0,0,35000,60,10.42,750.91,1,2,0,0,0,32725.88,3714.03,2274.12,1439.91,0.0
10.0,0,103000.0,1,12.37,90000.0,1,21.42,0,28.0,1992,5,22,10,259559,50241,0,0,38.0,0,0,7,6,2.0,10,0.0,0,0,0,7,2,1,6,72.7,0,0,0,6000,36,13.59,203.88,2,2,0,0,0,5447.28,844.97,552.72,292.25,0.0
3.0,1,51883.0,1,22.3,90000.0,1,21.42,0,25.0,2008,0,14,7,63881,41884,0,0,34.0,0,0,2,3,17.0,7,0.0,0,2,22300,9,5,3,0,100.0,0,0,0,15000,36,14.08,513.25,2,1,0,0,0,13627.07,2029.53,1372.93,656.6,0.0
3.0,0,42000.0,1,26.71,90000.0,1,21.42,0,25.0,2011,0,18,17,298860,31825,0,0,34.0,0,0,12,2,21.0,17,0.0,0,3,26300,4,4,3,2,100.0,0,0,0,8000,36,6.72,246.0,0,2,0,0,1,6982.67,1224.03,1017.33,206.7,0.0
10.0,0,109000.0,1,15.11,125200.0,1,16.2,0,25.0,2002,1,23,11,289579,57871,0,0,34.0,0,0,5,3,7.0,11,0.0,0,3,16800,8,5,5,1,100.0,0,0,1,8000,36,20.0,297.31,3,2,0,1,0,4757.57,3680.35,3242.43,437.92,0.0
0.0,1,68000.0,1,13.38,90000.0,1,21.42,0,39.0,1987,0,33,11,54758,27882,0,0,39.0,0,0,1,3,18.0,11,0.0,0,6,20200,25,10,6,2,81.8,0,0,0,18000,60,9.93,381.83,1,2,0,0,0,16816.17,1899.22,1183.83,715.39,0.0
10.0,0,265000.0,2,5.7,90000.0,1,21.42,0,51.0,2003,4,46,16,819496,56832,0,0,58.0,0,0,2,13,7.0,16,0.0,0,3,42500,19,12,3,4,93.2,0,0,0,35000,60,7.35,698.84,0,1,0,0,0,33044.26,2859.68,1955.74,903.94,0.0
10.0,0,78000.0,2,27.78,151691.0,1,33.13,0,25.0,1992,0,20,13,291354,72257,0,0,34.0,0,0,2,6,15.0,13,0.0,0,5,106200,14,9,6,3,100.0,0,0,1,15000,36,10.42,486.98,1,2,0,0,0,13185.1,2426.22,1814.9,611.32,0.0
1.0,0,95000.0,0,28.66,148000.0,0,19.92,2,17.0,2002,10,45,18,307361,113335,0,0,34.0,0,0,2,11,1.0,18,0.0,0,4,30900,20,14,5,3,82.2,0,0,1,30000,36,11.99,996.29,1,1,0,0,0,26865.2,4332.8,3134.8,1198.0,0.0
3.0,0,46422.0,1,66.18,342840.0,1,9.93,1,9.0,1998,0,49,19,329921,61656,0,0,9.0,0,0,9,2,17.0,19,0.0,0,3,36300,21,9,6,2,98.0,0,0,1,35000,36,9.93,1128.21,1,1,0,0,0,31603.79,4493.53,3396.21,1097.32,0.0
2.0,1,35000.0,2,18.42,90000.0,1,21.42,0,25.0,2013,0,4,4,21664,16739,0,0,34.0,0,0,1,1,1.0,4,0.0,0,3,13300,3,3,3,0,100.0,0,0,0,11500,36,11.99,381.91,1,1,0,0,1,10415.86,1519.98,1084.14,435.84,0.0
1.0,1,45000.0,2,19.97,90000.0,1,21.42,0,60.0,2007,1,17,4,61944,43667,0,0,34.0,0,0,1,2,1.0,4,0.0,0,1,15800,10,3,1,0,88.2,0,0,0,20000,36,10.91,653.93,1,2,0,1,0,17596.2,3257.53,2403.8,853.73,0.0
10.0,1,70000.0,1,19.36,90000.0,1,21.42,0,25.0,2010,1,11,9,67125,36662,0,1,34.0,0,0,3,2,10.0,9,0.0,0,2,5300,8,6,3,0,100.0,0,1,0,9000,36,7.97,281.91,0,2,0,1,0,7874.47,1405.57,1125.53,280.04,0.0
1.0,1,54000.0,2,25.14,90000.0,1,21.42,0,25.0,2009,0,27,15,74425,57440,0,0,34.0,0,0,12,3,19.0,15,0.0,0,3,29500,4,3,3,0,100.0,0,0,0,15000,60,10.9,325.39,1,0,0,0,1,14233.06,1216.13,766.94,449.19,0.0
3.0,0,50000.0,1,8.57,90000.0,1,21.42,0,25.0,2002,0,15,3,206439,8197,0,0,34.0,0,0,1,2,18.0,3,0.0,0,1,22000,8,1,1,4,100.0,0,0,0,10000,36,6.08,304.59,0,2,0,0,0,8717.45,1516.19,1282.55,233.64,0.0
0.0,1,38000.0,1,15.03,90000.0,1,21.42,0,25.0,1986,1,21,7,22800,18904,0,0,34.0,0,0,0,1,0.0,7,0.0,0,2,10700,17,7,5,1,100.0,0,0,0,4000,36,19.42,147.48,3,0,0,0,0,3833.17,290.64,166.83,123.81,0.0
1.0,0,68000.0,0,26.12,90000.0,1,21.42,0,60.0,1998,3,21,7,284057,77766,0,0,80.0,0,0,1,2,7.0,7,0.0,0,4,45100,11,5,4,4,85.0,0,0,0,24000,36,13.59,815.5,2,1,0,1,0,21736.1,3293.88,2263.9,1029.98,0.0
0.0,2,55000.0,2,14.29,90000.0,1,21.42,0,25.0,2014,11,17,15,35900,16450,0,0,34.0,0,0,0,7,2.0,15,0.0,0,10,24200,15,15,12,0,100.0,0,0,0,7000,36,17.09,249.89,3,2,0,0,0,6227.31,1242.8,772.69,470.11,0.0
4.0,2,87000.0,0,18.48,90000.0,1,21.42,0,52.0,2010,1,48,7,26050,15709,0,0,52.0,0,0,2,6,5.0,7,0.0,0,1,2000,38,5,4,0,97.9,0,0,0,8000,36,14.07,273.7,2,0,0,0,0,7453.95,808.59,546.05,262.54,0.0
10.0,2,47000.0,2,26.56,90000.0,1,21.42,0,33.0,1982,2,36,14,82779,23886,0,0,34.0,0,0,2,6,3.0,14,0.0,0,3,29000,29,12,9,0,97.2,0,0,0,29975,36,20.0,1113.98,3,1,0,1,0,27455.29,4422.61,2519.71,1902.9,0.0
4.0,1,32000.0,0,8.66,90000.0,1,21.42,0,25.0,2010,1,13,13,28100,34150,0,0,34.0,0,0,8,2,10.0,13,0.0,0,4,5600,5,5,4,0,100.0,0,0,0,1200,36,19.03,44.01,3,2,0,1,0,1071.08,218.78,128.92,89.86,0.0
10.0,0,145000.0,2,8.47,90000.0,1,21.42,0,46.0,2002,1,27,18,265630,29299,0,0,46.0,0,743,2,6,4.0,18,0.0,0,8,31100,18,15,14,1,74.1,0,0,0,20000,36,9.92,644.6,1,0,0,1,1,18550.28,1944.83,1449.72,495.11,0.0
10.0,2,125000.0,2,2.22,190000.0,2,5.78,0,25.0,1995,0,11,6,83300,12760,0,0,34.0,0,0,0,0,1.0,6,0.0,0,2,71500,11,6,4,0,100.0,0,0,1,15000,36,6.07,456.81,0,0,0,1,0,13851.4,1360.31,1148.6,211.71,0.0
10.0,0,67000.0,0,15.48,90000.0,1,21.42,5,7.0,2010,1,24,10,164592,22029,0,0,7.0,0,0,3,4,3.0,10,0.0,0,2,8100,13,6,2,1,73.9,0,0,0,10000,36,18.45,363.79,3,0,0,0,0,9360.14,1081.12,639.86,441.26,0.0
5.0,1,50000.0,1,25.99,90000.0,1,21.42,0,25.0,2012,1,12,9,67341,30126,0,0,34.0,0,0,3,2,1.0,9,0.0,0,2,15500,8,6,3,0,100.0,0,0,0,15000,36,7.35,465.57,0,1,0,0,0,13491.43,1850.03,1508.57,341.46,0.0
1.0,0,105000.0,1,14.31,90000.0,1,21.42,0,29.0,1988,0,11,3,49901,21992,0,0,29.0,0,0,1,0,1.0,3,0.0,0,2,23000,6,2,2,1,72.7,0,0,0,20000,36,7.96,626.36,0,0,0,0,0,18509.07,1870.24,1490.93,379.31,0.0
4.0,1,200000.0,1,7.37,90000.0,1,21.42,0,42.0,1989,2,16,7,60558,32861,0,0,42.0,0,0,2,4,1.0,7,0.0,0,3,12900,6,4,4,1,66.7,0,0,0,30000,60,14.08,699.3,2,2,0,0,0,28222.27,3473.03,1777.73,1695.3,0.0
3.0,0,130000.0,1,6.07,90000.0,1,21.42,0,25.0,2001,1,45,25,446200,24918,0,0,34.0,0,0,0,3,3.0,25,0.0,0,7,87600,34,23,10,5,100.0,0,0,0,8000,36,6.08,243.67,0,1,0,0,0,7181.26,971.98,818.74,153.24,0.0
3.0,0,50000.0,0,26.79,90000.0,1,21.42,2,12.0,2003,0,16,8,175201,40930,0,0,12.0,0,0,3,1,15.0,8,0.0,0,1,1500,7,4,3,4,87.5,0,0,0,12000,36,10.42,389.58,1,2,0,0,0,10843.53,1603.47,1156.47,447.0,0.0
3.0,0,40000.0,2,22.38,100000.0,2,14.77,0,25.0,2007,0,17,8,192931,55307,0,0,34.0,0,0,4,3,17.0,8,0.0,0,0,0,7,3,0,2,100.0,0,0,1,10000,36,6.07,304.54,0,0,0,0,0,9032.07,1106.88,967.93,138.95,0.0
5.930306000217794,0,32000.0,2,14.54,90000.0,1,21.42,0,25.0,2007,2,20,14,32600,9494,0,0,34.0,0,1748,0,9,5.0,14,0.0,0,5,11600,18,14,10,0,100.0,0,0,0,11000,36,10.91,359.66,1,2,0,0,0,9677.92,1784.97,1322.08,462.89,0.0
10.0,1,87600.0,2,20.01,90000.0,1,21.42,1,6.0,1994,7,34,24,84826,37976,1,0,6.0,0,0,3,11,6.0,24,0.0,0,11,26700,26,21,16,0,97.1,0,0,0,10000,36,9.92,322.3,1,0,0,0,0,9275.14,923.61,724.86,198.75,0.0
10.0,0,64000.0,1,17.96,139000.0,1,8.27,0,25.0,2004,3,24,11,168002,51898,0,0,34.0,0,0,1,3,3.0,11,0.0,0,4,38100,14,9,5,3,100.0,0,0,1,7000,36,6.08,213.21,0,1,0,0,0,6283.6,846.93,716.4,130.53,0.0
10.0,1,55000.0,2,5.87,90000.0,1,21.42,0,25.0,2004,0,13,10,36800,6660,0,0,34.0,0,0,0,1,1.0,10,0.0,0,2,24300,12,10,5,0,100.0,0,0,0,20000,60,9.43,419.36,1,1,0,0,0,19207.22,1247.6,792.78,454.82,0.0
10.0,1,160000.0,1,7.37,90000.0,1,21.42,0,25.0,2004,0,14,6,63266,43937,0,0,34.0,0,0,2,3,21.0,6,0.0,0,0,0,9,4,1,1,100.0,0,0,0,30000,36,7.35,931.13,0,0,0,0,0,27744.1,2768.89,2255.9,512.99,0.0
3.0,1,77400.0,1,15.13,90000.0,1,21.42,0,25.0,2010,2,13,13,101282,54874,0,0,34.0,0,0,9,0,1.0,13,0.0,0,4,46000,4,4,4,0,100.0,0,0,0,17500,36,12.61,586.37,2,0,0,0,0,16690.82,1160.48,809.18,351.3,0.0
10.0,0,45000.0,0,27.55,95000.0,0,22.02,0,25.0,1994,2,14,10,220400,42192,0,0,34.0,0,0,1,2,7.0,10,0.0,0,2,12500,10,7,6,2,100.0,0,0,1,16000,36,9.93,515.75,1,2,0,0,0,14051.26,2569.92,1948.74,621.18,0.0
2.0,1,87500.0,2,0.34,90000.0,1,21.42,0,25.0,2014,7,5,4,10400,250,0,0,34.0,0,0,0,4,0.0,4,0.0,0,1,10400,4,4,1,0,100.0,0,0,0,40000,60,15.05,952.65,2,1,0,0,0,38630.01,2824.51,1369.99,1454.52,0.0
